"Count","Tradelist Count","Name","Edition","Condition","Language","Foil","Tags","Last Modified","Collector Number","Alter","Proxy","Purchase Price"
"1","1","Drogskol Reaver","fdn","Near Mint","English","","","2024-11-24 18:24:36.417000","655","False","False",""
"1","1","Drone","teoe","Near Mint","English","","","2025-07-30 21:33:35.050000","3","False","False",""
"1","1","Dropkick Bomber","fdn","Near Mint","English","","","2024-11-24 19:39:48.927000","537","False","False",""
"1","1","Dross Harvester","clb","Near Mint","English","","","2024-11-22 15:20:48.350000","750","False","False",""
"1","1","Drown in Dreams","m3c","Near Mint","English","","","2024-11-22 15:17:16.627000","181","False","False",""
"1","1","Drown in the Loch","clb","Near Mint","English","","","2024-11-22 15:20:48.350000","842","False","False",""
"1","1","Drowned Catacomb","who","Near Mint","English","","","2024-11-22 15:20:51.547000","274","False","False",""
"1","1","Drowned Catacomb","m11","Near Mint","English","","","2025-03-31 14:21:49.867000","224","False","True",""
"1","1","Drowned Catacomb","ltc","Near Mint","English","","","2024-11-22 15:19:33.827000","305","False","False",""
"1","1","Drowned Catacomb","who","Near Mint","English","","","2025-02-12 10:24:04.130000","274","False","True",""
"1","1","Drowned Catacomb","drc","Near Mint","English","","","2025-02-07 23:56:56.013000","152","False","False",""
"1","1","Drowned Catacomb","fic","Near Mint","English","","","2025-05-16 12:21:37.797000","388","False","False",""
"1","1","Drownyard Temple","dsc","Near Mint","English","","","2024-11-22 15:17:31.903000","272","False","False",""
"1","1","Drownyard Temple","clb","Near Mint","English","","","2024-11-22 15:20:48.350000","892","False","False",""
"1","1","Drownyard Temple","dsc","Near Mint","English","","","2025-03-31 14:21:49.867000","272","False","True",""
"1","1","Druid of Purification","afc","Near Mint","English","","","2024-11-22 15:16:26.250000","39","False","True",""
"1","1","Druid of Purification","drc","Near Mint","English","","","2025-02-07 23:57:06.363000","49","False","False",""
"1","1","Druid of the Spade","blb","Near Mint","English","","","2024-11-24 19:39:48.927000","170","False","False",""
"1","1","Drumbellower","nec","Near Mint","English","","","2024-11-22 20:34:38.470000","6","False","False",""
"1","1","Dryad Militant","fdn","Near Mint","English","","","2024-11-22 14:40:56.793000","656","False","False",""
"1","1","Dryad Militant","fdn","Near Mint","English","","","2024-11-24 18:24:36.417000","656","False","False",""
"1","1","Dryad of the Ilysian Grove","m3c","Near Mint","English","","","2024-11-22 15:17:16.627000","225","False","False",""
"1","1","Dual-Sun Adepts","eoe","Near Mint","English","","","2025-07-30 21:33:35.050000","12","False","False","0.10"
"1","1","Dual-Sun Technique","eoe","Near Mint","English","","","2025-07-26 09:56:55.443000","13","False","False","0.12"
"1","1","Dual-Sun Technique","eoe","Near Mint","English","foil","","2025-07-30 21:33:35.050000","13","False","False","0.30"
"1","1","Duel for Dominance","inr","Near Mint","English","","","2025-05-06 15:17:00.747000","192","False","False","0.03"
"1","1","Duelist's Heritage","mkc","Near Mint","German","","","2024-11-22 15:16:12.420000","60","False","False",""
"1","1","Duelist's Heritage","mkc","Near Mint","English","","","2025-10-15 15:09:10.600000","60","False","False",""
"1","1","Duelist's Heritage","mkc","Near Mint","English","","","2024-11-22 15:16:48.233000","60","False","True",""
"1","1","Duelist's Heritage","c21","Near Mint","English","","","2024-11-22 15:20:33.160000","90","False","False",""
"1","1","Duggan, Private Detective","who","Near Mint","English","","","2024-11-22 15:16:16.183000","123","False","False",""
"1","1","Dune Drifter","dft","Near Mint","English","foil","","2025-02-12 11:20:40.577000","323","False","False","0.21"
"1","1","Dune Drifter","dft","Near Mint","English","foil","","2025-02-12 11:20:40.577000","200","False","False","0.35"
"1","1","Dunland Crebain","ltr","Near Mint","English","","","2024-11-24 19:39:48.927000","411","False","False",""
"1","1","Duplicant","drc","Near Mint","English","","","2025-03-31 14:21:49.867000","54","False","True",""
"1","1","Duplicant","drc","Near Mint","English","","","2025-02-07 23:57:06.363000","54","False","False",""
"1","1","Duress","fdn","Near Mint","English","","","2024-11-22 14:40:56.793000","606","False","False",""
"1","1","Duress","fdn","Near Mint","English","","","2024-11-24 18:24:36.417000","606","False","False",""
"1","1","Dusk // Dawn","drc","Near Mint","English","","","2025-02-07 23:56:56.013000","65","False","False",""
"1","1","Dusk // Dawn","ltc","Near Mint","English","","","2024-11-22 15:16:38.547000","166","False","False",""
"1","1","Dusk // Dawn","clb","Near Mint","English","","","2024-11-22 15:20:35.913000","691","False","False",""
"1","1","Dusk // Dawn","c19","Near Mint","English","","","2024-11-22 15:18:30.103000","63","False","True",""
"2","2","Dusk Mangler","clb","Near Mint","English","","","2024-11-22 15:20:48.350000","751","False","False",""
"1","1","Duskana, the Rage Mother","mkc","Near Mint","English","foil","","2025-09-19 09:34:34.773000","5","False","False","0.55"
"1","1","Duskmourn's Domination","dsk","Near Mint","English","","","2024-11-24 19:39:48.927000","50","False","False",""
"1","1","Duskshell Crawler","fic","Near Mint","English","","","2025-05-16 12:21:48.280000","301","False","False",""
"1","1","Duskshell Crawler","clu","Near Mint","English","","","2024-11-24 19:39:48.927000","161","False","False",""
"2","2","Dusyut Earthcarver","tdm","Near Mint","English","","","2025-07-26 09:18:22.063000","141","False","False","0.07"
"8","8","Dwarven Castle Guard","fin","Near Mint","English","","","2025-07-26 09:17:37.360000","18","False","False",""
"2","2","Dwarven Castle Guard","fin","Near Mint","English","","","2025-09-19 09:34:34.773000","18","False","False","0.05"
"1","1","Dwarven Forge-Chanter","bro","Near Mint","English","foil","","2025-07-30 21:33:35.050000","131","False","False","0.19"
"1","1","Dwynen, Gilt-Leaf Daen","fdn","Near Mint","English","","","2024-11-24 19:39:48.927000","217","False","False",""
"1","1","Dwynen's Elite","fdn","Near Mint","English","foil","","2024-11-24 19:39:48.927000","218","False","False",""
"2","2","Dwynen's Elite","fdn","Near Mint","English","","","2024-11-22 14:40:56.793000","218","False","False",""
"2","2","Dwynen's Elite","fdn","Near Mint","English","","","2024-11-24 18:24:36.417000","218","False","False",""
"1","1","Dyadrine, Synthesis Amalgam","eoe","Near Mint","English","","","2025-07-26 09:56:55.443000","216","False","False","0.50"
"1","1","Dynamite Diver","dft","Near Mint","English","","","2025-02-12 11:20:40.577000","123","False","False","0.09"
"1","1","Dynamite Diver","dft","Near Mint","English","foil","","2025-02-12 11:20:40.577000","123","False","False","0.12"
"1","1","Dystopia","all","Near Mint","English","","","2024-11-22 15:04:24.730000","47","False","True",""
"3","3","Dystopia","all","Near Mint","English","","","2024-11-22 15:05:20.140000","47","False","True",""
"1","1","Eager Trufflesnout","fdn","Near Mint","English","","","2024-11-24 19:39:48.927000","102","False","False",""
"1","1","Eagles of the North","ltr","Near Mint","English","","","2024-11-22 15:16:38.547000","7","False","False",""
"1","1","Early Harvest","9ed","Near Mint","English","","","2024-11-22 15:17:03.653000","235","False","True",""
"1","1","Earthrumbler","dft","Near Mint","English","","","2025-02-12 11:20:40.577000","315","False","False","0.06"
"1","1","Eaten Alive","fdn","Near Mint","English","","","2024-11-24 19:39:48.927000","172","False","False",""
"1","1","Eaten Alive","fdn","Near Mint","English","foil","","2024-11-24 19:39:48.927000","172","False","False",""
"1","1","Ebon Drake","5dn","Near Mint","English","","","2024-11-22 15:15:45.803000","48","False","True",""
"1","1","Ebonblade Reaper","ons","Near Mint","English","","","2024-11-22 15:15:45.803000","141","False","True",""
"1","1","Ebony Fly","afc","Near Mint","English","","","2025-03-31 14:21:49.867000","60","False","True",""
"1","1","Echoes of Eternity","mh3","Near Mint","English","","","2025-03-31 14:21:49.867000","4","False","True",""
"1","1","Echoing Deeps","eos","Near Mint","English","","","2025-07-30 21:33:35.050000","13","False","False","0.54"
"1","1","Ecstatic Beauty","who","Near Mint","English","","","2024-11-22 15:20:30.043000","83","False","False",""
"1","1","Eden, Seat of the Sanctum","fin","Near Mint","English","","","2025-09-19 09:34:34.773000","277","False","False","0.08"
"1","1","Eden, Seat of the Sanctum","fin","Near Mint","English","foil","","2025-09-19 09:34:34.773000","277","False","False","0.22"
"2","2","Eden, Seat of the Sanctum","fin","Near Mint","English","","","2025-07-26 09:17:37.360000","277","False","False",""
"1","1","Edgar, King of Figaro","fin","Near Mint","English","","","2025-09-19 09:34:34.773000","51","False","False","0.26"
"1","1","Edgar, Master Machinist","fic","Near Mint","English","","","2025-05-16 12:21:33.833000","80","False","False",""
"1","1","Edge Rover","eoe","Near Mint","English","foil","","2025-07-30 21:33:35.050000","179","False","False","0.23"
"2","2","Edge Rover","eoe","Near Mint","English","","","2025-07-26 09:56:55.443000","179","False","False","0.14"
"1","1","Edward Kenway","acr","Near Mint","English","etched","","2025-12-12 19:36:12.567000","234","False","False",""
"1","1","Eel Umbra","2x2","Near Mint","English","","","2025-02-12 10:24:07.037000","48","False","True",""
"1","1","Eelectrocute","unf","Near Mint","English","","","2025-07-26 09:57:00.937000","106","False","False","0.05"
"8","8","Eerie Gravestone","spm","Near Mint","English","","","2025-09-23 09:54:41.323000","163","False","False","0.10"
"1","1","Eerie Soultender","dmu","Near Mint","English","","","2024-11-24 19:39:48.927000","92","False","False",""
"1","1","Eerie Ultimatum","iko","Near Mint","English","","","2025-03-26 18:24:04.063000","184","False","False",""
"1","1","Effortless Master","tdm","Near Mint","English","","","2025-05-06 15:17:00.747000","181","False","False","0.15"
"1","1","Effortless Master","tdm","Near Mint","English","","","2025-07-26 09:18:22.063000","181","False","False","0.06"
"1","1","Eidolon of Astral Winds","j25","Near Mint","English","","","2024-11-24 19:39:48.927000","2","False","False",""
"1","1","Eidolon of Blossoms","woc","Near Mint","English","","","2024-11-22 15:16:07.337000","124","False","False",""
"1","1","Eiganjo Castle","plst","Near Mint","English","","","2024-11-22 15:19:01.127000","CHK-275","False","True",""
"1","1","Eiganjo, Seat of the Empire","neo","Near Mint","English","","","2024-11-22 15:18:30.103000","268","False","True",""
"1","1","Eiganjo, Seat of the Empire","pneo","Near Mint","English","","","2024-11-22 15:19:01.127000","268p","False","True",""
"1","1","Eight-and-a-Half-Tails","clb","Near Mint","English","","","2024-11-22 15:20:35.913000","692","False","False",""
"1","1","Eject","fin","Near Mint","English","","","2025-09-19 09:34:34.773000","52","False","False","0.09"
"2","2","Elder Deep-Fiend","m3c","Near Mint","English","","","2024-11-22 15:05:20.140000","154","False","True",""
"2","2","Elder Gargaroth","m21","Near Mint","English","","","2024-11-22 15:05:20.140000","373","False","True",""
"1","1","Elder Gargaroth","m21","Near Mint","English","","","2024-11-22 15:18:49.960000","179","False","True",""
"1","1","Elder Gargaroth","drc","Near Mint","English","","","2025-02-07 23:57:06.363000","111","False","False",""
"1","1","Elder Mastery","con","Near Mint","English","","","2025-02-12 10:24:09.993000","104","False","True",""
"1","1","Elder Owyn Lyons","pip","Near Mint","English","","","2025-02-12 09:57:21.140000","103","False","False",""
"1","1","Eldrazi Confluence","m3c","Near Mint","English","","","2025-03-31 14:21:49.867000","32","False","True",""
"1","1","Eldrazi Conscription","m3c","Near Mint","English","foil","","2025-02-12 10:24:12.927000","155","False","True",""
"1","1","Eldrazi Linebreaker","mh3","Near Mint","English","foil","","2024-11-24 19:39:48.927000","117","False","False",""
"1","1","Eldrazi Monument","plst","Near Mint","English","","","2024-11-22 15:19:07.940000","CMA-216","False","True",""
"1","1","Eldritch Immunity","m3c","Near Mint","English","","","2025-03-31 14:21:49.867000","33","False","True",""
"1","1","Electro, Assaulting Battery","spm","Near Mint","English","","","2025-09-23 09:54:41.323000","76","False","False",""
"1","1","Electroduplicate","fdn","Near Mint","English","foil","","2024-11-24 19:39:48.927000","85","False","False",""
"1","1","Electroduplicate","fdn","Near Mint","English","foil","","2024-11-24 19:39:48.927000","328","False","False",""
"7","7","Electro's Bolt","spm","Near Mint","English","","","2025-09-23 09:54:41.323000","77","False","False","0.11"
"1","1","Electrosiphon","pip","Near Mint","English","","","2025-02-12 09:57:21.140000","104","False","False",""
"1","1","Electrostatic Pummeler","pkld","Good (Lightly Played)","English","foil","","2025-02-21 20:35:41.373000","210s","False","False",""
"1","1","Elegant Entourage","snc","Near Mint","English","foil","","2025-05-06 15:17:00.747000","143","False","False","0.14"
"1","1","Elegant Parlor","mkm","Near Mint","English","","","2025-06-20 12:20:09.357000","260","False","False",""
"1","1","Elemental Bond","c19","Near Mint","English","","","2024-11-22 15:18:44.773000","163","False","True",""
"1","1","Elemental Eruption","otc","Near Mint","English","","","2025-06-20 12:20:48.763000","27","False","False",""
"1","1","Elementalist Adept","fdn","Near Mint","English","","","2024-11-24 19:39:48.927000","36","False","False",""
"1","1","Elena, Turk Recruit","fic","Near Mint","English","","","2025-05-16 12:21:41.457000","18","False","False",""
"1","1","Elenda, Saint of Dusk","fdn","Near Mint","English","","","2024-11-24 19:39:48.927000","119","False","False",""
"2","2","Elephant","ttdm","Near Mint","English","","","2025-05-06 15:17:00.747000","14","False","False",""
"2","2","Elephant","ttdm","Near Mint","English","","","2025-07-26 09:18:22.063000","14","False","False","0.09"
"1","1","Elesh Norn // The Argent Etchings","mom","Near Mint","English","foil","","2024-11-22 15:19:01.127000","338","False","True",""
"1","1","Elesh Norn, Grand Cenobite","mul","Near Mint","English","etched","","2024-11-22 15:19:01.127000","68","False","True",""
"1","1","Elesh Norn, Mother of Machines","one","Near Mint","English","foil","","2024-11-22 15:24:24.040000","421","False","True",""
"1","1","Elite Scaleguard","c21","Near Mint","English","","","2024-11-22 15:20:33.160000","91","False","False",""
"1","1","Elixir","fin","Near Mint","English","foil","","2025-09-19 09:34:34.773000","256","False","False","0.21"
"1","1","Elixir","fin","Near Mint","English","","","2025-09-19 09:34:34.773000","256","False","False","0.09"
"1","1","Elsewhere Flask","brr","Near Mint","English","","","2025-07-30 21:33:35.050000","15","False","False","0.13"
"1","1","Elspeth, Sun's Champion","mkc","Near Mint","German","","","2024-11-22 15:16:12.420000","62","False","False",""
"1","1","Elspeth, Sun's Champion","moc","Near Mint","English","","","2024-11-22 15:19:01.127000","182","False","True",""
"2","2","Elspeth, Sun's Champion","mkc","Near Mint","English","","","2024-11-22 15:05:20.140000","62","False","True",""
"1","1","Elspeth, Sun's Champion","mkc","Near Mint","English","","","2024-11-22 15:16:48.233000","62","False","True",""
"1","1","Elven Warhounds","tmp","Near Mint","English","","","2024-11-22 15:18:30.103000","225","False","True",""
"1","1","Elves of Deep Shadow","rav","Near Mint","English","","","2024-11-22 15:16:26.250000","161","False","True",""
"1","1","Elvish Archdruid","fdn","Near Mint","English","","","2024-11-24 19:39:48.927000","219","False","False",""
"1","1","Elvish Archivist","woe","Near Mint","English","foil","","2024-11-24 19:39:48.927000","168","False","False",""
"2","2","Elvish Mystic","m15","Near Mint","English","","","2024-11-22 15:05:20.140000","173","False","True",""
"1","1","Elvish Mystic","ltc","Near Mint","English","","","2024-11-24 19:39:48.927000","238","False","False",""
"2","2","Elvish Mystic","cmm","Near Mint","English","foil","","2024-11-22 15:05:20.140000","648","False","True",""
"1","1","Elvish Mystic","sld","Near Mint","English","foil","","2024-11-22 11:43:34.207000","805","False","False",""
"1","1","Elvish Reclaimer","m20","Near Mint","English","","","2024-11-22 15:18:49.960000","169","False","True",""
"1","1","Elvish Regrower","fdn","Near Mint","English","","","2024-11-24 18:24:36.417000","104","False","False",""
"1","1","Elvish Regrower","fdn","Near Mint","English","","","2024-11-22 14:40:56.793000","104","False","False",""
"1","1","Elvish Rejuvenator","m3c","Near Mint","English","","","2024-11-22 15:17:16.627000","226","False","False",""
"1","1","Elvish Visionary","j25","Near Mint","English","","","2024-11-24 19:39:48.927000","145","False","False",""
"1","1","Emberhorn Minotaur","akh","Near Mint","English","","","2024-11-24 19:39:48.927000","130","False","False",""
"3","3","Embermouth Sentinel","tdm","Near Mint","English","","","2025-07-26 09:18:22.063000","242","False","False","0.08"
"2","2","Embodiment of Insight","ogw","Near Mint","English","","","2024-11-22 15:05:20.140000","131","False","True",""
"1","1","Embodiment of Insight","ogw","Near Mint","English","","","2024-11-22 15:17:03.653000","131","False","True",""
"2","2","Embrace Oblivion","eoe","Near Mint","English","","","2025-07-30 21:33:35.050000","98","False","False","0.15"
"3","3","Embrace Oblivion","eoe","Near Mint","English","","","2025-07-26 09:57:00.937000","98","False","False","0.13"
"1","1","Emerald Medallion","cma","Near Mint","English","","","2024-11-22 15:18:49.960000","217","False","True",""
"1","1","Emerald Medallion","cmm","Near Mint","English","","","2024-11-22 15:18:44.773000","379","False","True",""
"1","1","Emergency Eject","eoe","Near Mint","English","","","2025-09-23 09:54:41.323000","14","False","False","0.19"
"4","4","Emergency Eject","eoe","Near Mint","English","","","2025-07-30 21:33:35.050000","14","False","False","0.23"
"1","1","Emergency Eject","eoe","Near Mint","English","foil","","2025-07-30 21:33:35.050000","14","False","False","0.41"
"1","1","Emeria, the Sky Ruin","zen","Near Mint","English","","","2024-11-22 15:19:01.127000","213","False","True",""
"2","2","Emeria's Call // Emeria, Shattered Skyclave","znr","Near Mint","English","","","2024-11-22 15:05:20.140000","12","False","True",""
"1","1","Emet-Selch of the Third Seat","fic","Near Mint","English","","","2025-05-16 12:21:37.797000","81","False","False",""
"2","2","Emet-Selch, Unsundered // Hades, Sorcerer of Eld","fin","Near Mint","English","","","2025-07-26 09:17:37.360000","218","False","False",""
"2","2","Emissary Escort","eoe","Near Mint","English","","","2025-07-30 21:33:35.050000","56","False","False","0.25"
"1","1","Emissary Escort","eoe","Near Mint","English","foil","","2025-07-25 11:33:33.473000","399","False","False",""
"1","1","Empowered Autogenerator","eoc","Near Mint","English","","","2025-07-18 12:42:44.160000","135","False","False",""
"1","1","Empyrean Eagle","fdn","Near Mint","English","","","2024-11-24 18:24:36.417000","239","False","False",""
"1","1","Empyrean Eagle","fdn","Near Mint","English","","","2024-11-22 14:40:56.793000","239","False","False",""
"2","2","Emrakul, the World Anew","mh3","Near Mint","English","","","2024-11-22 15:05:20.140000","6","False","True",""
"1","1","Emry, Lurker of the Loch","eoc","Near Mint","English","","","2025-07-18 12:42:44.160000","71","False","False",""
"1","1","Emry, Lurker of the Loch","nec","Near Mint","English","","","2024-11-22 20:34:38.470000","91","False","False",""
"1","1","Endless Atlas","cmm","Near Mint","English","","","2024-11-22 15:24:24.040000","947","False","True",""
"1","1","Endless Atlas","40k","Near Mint","English","","","2024-11-22 15:20:41.897000","237","False","False",""
"1","1","Endless Detour","fic","Near Mint","English","","","2025-05-16 12:21:48.280000","324","False","False",""
"1","1","Endless Evil","clb","Near Mint","English","","","2024-11-22 15:20:48.350000","665","False","False",""
"1","1","Endless One","bfz","Near Mint","German","","","2025-02-20 13:34:14.240000","8","False","False",""
"1","1","Endrider Catalyzer","dft","Near Mint","English","","","2025-02-12 11:20:40.577000","124","False","False","0.07"
"1","1","Endrider Catalyzer","dft","Near Mint","English","foil","","2025-02-12 11:20:40.577000","124","False","False","0.16"
"1","1","Endurance","mh2","Near Mint","English","","","2024-11-22 15:16:26.250000","317","False","True",""
"1","1","Endurance Bobblehead","pip","Near Mint","English","","","2025-02-12 09:57:21.140000","132","False","False",""
"2","2","Enduring Courage","dsk","Near Mint","English","","","2024-11-22 15:16:07.337000","133","False","False",""
"1","1","Enduring Curiosity","dsk","Near Mint","English","foil","","2024-11-24 19:39:48.927000","51","False","False",""
"1","1","Enduring Curiosity","dsk","Near Mint","English","","","2024-11-24 19:39:48.927000","51","False","False",""
"1","1","Enduring Innocence","dsk","Near Mint","English","","","2024-11-24 19:39:48.927000","6","False","False",""
"1","1","Enduring Vitality","dsk","Near Mint","English","","","2024-11-24 19:39:48.927000","176","False","False",""
"1","1","Engine Rat","dft","Near Mint","English","","","2025-02-12 11:20:40.577000","84","False","False","0.10"
"1","1","Engine Rat","dft","Near Mint","English","foil","","2025-02-12 11:20:40.577000","84","False","False","0.11"
"2","2","Engulfing Slagwurm","som","Near Mint","English","","","2024-11-22 15:05:20.140000","118","False","True",""
"1","1","Enigma Drake","fdn","Near Mint","English","","","2024-11-22 14:40:56.793000","657","False","False",""
"1","1","Enigma Drake","fdn","Near Mint","English","","","2024-11-24 18:24:36.417000","657","False","False",""
"1","1","Ensnared by the Mara","who","Near Mint","English","","","2024-11-22 15:20:51.547000","84","False","False",""
"1","1","Enter the Enigma","dsk","Near Mint","English","","","2024-11-24 19:39:48.927000","52","False","False",""
"3","3","Enter the Infinite","rvr","Near Mint","English","","","2024-11-22 15:05:20.140000","449","False","True",""
"1","1","Enter the Infinite","rvr","Near Mint","English","","","2024-11-22 15:04:24.730000","449","False","True",""
"1","1","Enterprising Scallywag","lci","Near Mint","English","","","2024-11-22 15:15:33.823000","148","False","False",""
"1","1","Enthusiastic Mechanaut","eoc","Near Mint","English","","","2025-07-18 12:42:44.160000","114","False","False",""
"1","1","Entish Restoration","ltr","Near Mint","English","","","2024-11-22 15:16:07.337000","163","False","False",""
"1","1","Entity Tracker","dsk","Near Mint","English","foil","","2024-11-24 19:39:48.927000","53","False","False",""
"1","1","Entrapment Maneuver","40k","Near Mint","English","","","2024-11-22 15:16:41.393000","185","False","False",""
"1","1","Entreat the Angels","dsc","Near Mint","English","","","2024-11-22 15:20:45.317000","99","False","False",""
"1","1","Éomer of the Riddermark","ltr","Near Mint","English","","","2024-11-24 19:39:48.927000","121","False","False",""
"1","1","Epistolary Librarian","40k","Near Mint","English","","","2024-11-22 15:16:41.393000","118","False","False",""
"1","1","Era of Innovation","m3c","Near Mint","English","","","2025-02-12 09:57:14.543000","183","False","False",""
"1","1","Era of Innovation","drc","Near Mint","English","","","2025-02-07 23:57:06.363000","75","False","False",""
"1","1","Erkenbrand, Lord of Westfold","ltr","Near Mint","English","","","2024-11-24 19:39:48.927000","123","False","False",""
"1","1","Errand of Duty","all","Near Mint","English","","","2024-11-22 15:18:30.103000","2a","False","True",""
"1","1","Errant, Street Artist","snc","Near Mint","English","","","2025-02-12 10:24:15.767000","344","False","True",""
"1","1","Erudite Wizard","fdn","Near Mint","English","","","2024-11-24 19:39:48.927000","37","False","False",""
"1","1","Eruth, Tormented Prophet","vow","Near Mint","English","","","2025-02-12 10:24:20.020000","237","False","True",""
"1","1","Escape from Orthanc","ltr","Near Mint","English","","","2024-11-24 19:39:48.927000","12","False","False",""
"1","1","Escape to the Wilds","eoc","Near Mint","English","","","2025-07-18 12:41:35.500000","115","False","False",""
"1","1","Escape Tunnel","eoc","Near Mint","English","","","2025-07-18 12:41:35.500000","157","False","False",""
"1","1","Escape Tunnel","mkm","Near Mint","German","","","2024-11-22 15:16:12.420000","261","False","False",""
"1","1","Eshki Dragonclaw","tdm","Near Mint","English","foil","","2025-07-26 09:18:22.063000","356","False","False","0.67"
"1","1","Eshki Dragonclaw","tdm","Near Mint","English","","","2025-05-06 15:17:00.747000","356","False","False","0.02"
"2","2","Esika's Chariot","blc","Near Mint","English","","","2024-11-22 15:16:07.337000","215","False","False",""
"1","1","Esper Sentinel","mh2","Near Mint","English","","","2024-11-22 15:19:01.127000","12","False","True",""
"2","2","Esper Sentinel","mh2","Near Mint","English","","","2024-11-22 15:05:20.140000","12","False","True",""
"1","1","Espers to Magicite","fic","Near Mint","English","","","2025-05-16 12:21:33.833000","43","False","False",""
"1","1","Essence Anchor","tdm","Near Mint","English","","","2025-05-06 15:17:00.747000","44","False","False","0.12"
"2","2","Essence Anchor","tdm","Near Mint","English","","","2025-07-26 09:18:22.063000","44","False","False","0.07"
"1","1","Essence of Orthodoxy","mom","Near Mint","English","","","2024-11-22 15:24:24.040000","323","False","True",""
"1","1","Essence Scatter","fdn","Near Mint","English","foil","","2024-11-24 19:39:48.927000","153","False","False",""
"1","1","Essence Scatter","fdn","Near Mint","English","","","2024-11-22 14:40:56.793000","153","False","False",""
"1","1","Essence Scatter","fdn","Near Mint","English","","","2024-11-24 18:24:36.417000","153","False","False",""
"1","1","Essence Warden","ltc","Near Mint","English","","","2024-11-22 15:16:38.547000","242","False","False",""
"1","1","Estinien Varlineau","fic","Near Mint","English","","","2025-05-16 12:21:37.797000","82","False","False",""
"1","1","Estrid, the Masked","sld","Near Mint","English","foil","","2024-12-23 14:46:30.567000","1327","False","False",""
"1","1","Etali, Primal Storm","fdn","Near Mint","English","","","2024-11-24 19:39:48.927000","194","False","False",""
"1","1","Etali, Primal Storm","mkc","Near Mint","German","","","2024-11-22 15:16:12.420000","152","False","False",""
"1","1","Etched Champion","mm2","Near Mint","English","","","2025-03-31 14:21:49.867000","209","False","True",""
"1","1","Etched Host Doombringer","mom","Near Mint","English","foil","","2025-01-15 16:39:30.740000","102","False","False",""
"1","1","Etched Oracle","eoc","Near Mint","English","","","2025-07-18 12:42:44.160000","136","False","False",""
"1","1","Eternal Skylord","drc","Near Mint","English","","","2025-02-07 23:56:56.013000","76","False","False",""
"1","1","Eternal Witness","mic","Near Mint","English","","","2024-11-22 15:18:38.753000","138","False","True",""
"1","1","Eternal Witness","mma","Near Mint","English","","","2024-11-22 15:18:49.960000","144","False","True",""
"1","1","Eternal Witness","2x2","Near Mint","English","","","2024-11-22 15:17:03.653000","145","False","True",""
"1","1","Eternal Witness","cmm","Near Mint","English","","","2025-03-28 19:27:15.827000","286","False","False",""
"1","1","Eternal Witness","m3c","Near Mint","English","","","2025-04-02 13:59:44.113000","227","False","False",""
"1","1","Eternal Witness","m3c","Near Mint","English","","","2025-07-26 09:18:22.063000","227","False","False","0.85"
"1","1","Ether","fin","Near Mint","English","","","2025-09-19 09:34:34.773000","53","False","False","0.07"
"2","2","Ether","fin","Near Mint","German","foil","","2025-07-26 09:17:37.360000","53","False","False",""
"1","1","Ethereal Armor","dsk","Near Mint","English","","","2024-11-24 19:39:48.927000","7","False","False",""
"1","1","Etherium Sculptor","eoc","Near Mint","English","","","2025-07-18 12:42:44.160000","72","False","False",""
"1","1","Etherium Sculptor","nec","Near Mint","English","","","2024-11-22 20:34:38.470000","92","False","False",""
"1","1","Eumidian Hatchery","eoc","Near Mint","English","","","2025-07-18 12:41:35.500000","20","False","False",""
"2","2","Eumidian Terrabotanist","eoe","Near Mint","English","","","2025-07-30 21:33:35.050000","180","False","False","0.18"
"1","1","Eumidian Wastewaker","eoc","Near Mint","English","","","2025-07-18 12:41:35.500000","8","False","False",""
"1","1","Eumidian Wastewaker","eoc","Near Mint","English","","","2025-09-23 09:54:41.323000","8","False","False","0.22"
"1","1","Eureka Moment","m3c","Near Mint","English","","","2024-11-22 15:17:16.627000","260","False","False",""
"1","1","Eureka Moment","dsc","Near Mint","English","","","2024-11-22 15:17:31.903000","216","False","False",""
"1","1","Eusocial Engineering","eoe","Near Mint","English","","","2025-07-26 09:56:55.443000","181","False","False","0.20"
"1","1","Eusocial Engineering","eoe","Near Mint","English","foil","","2025-09-23 09:54:41.323000","181","False","False","0.15"
"1","1","Eusocial Engineering","eoe","Near Mint","English","","","2025-07-30 21:33:35.050000","181","False","False","0.19"
"1","1","Evacuation","lcc","Near Mint","English","","","2024-11-22 15:15:33.823000","156","False","False",""
"1","1","Evacuation","m3c","Near Mint","English","","","2024-11-22 15:17:16.627000","184","False","False",""
"1","1","Evendo Brushrazer","eoc","Near Mint","English","","","2025-07-18 12:41:35.500000","10","False","False",""
"1","1","Evendo, Waking Haven","eoe","Near Mint","English","","","2025-07-30 21:33:35.050000","253","False","False","20.54"
"1","1","Evendo, Waking Haven","eoe","Near Mint","English","","","2025-07-30 21:33:35.050000","279","False","False","43.99"
"1","1","Evercoat Ursine","blc","Near Mint","English","","","2024-11-24 19:39:48.927000","30","False","False",""
"1","1","Everflowing Chalice","clb","Near Mint","English","","","2024-11-22 15:20:48.350000","859","False","False",""
"1","1","Everflowing Chalice","40k","Near Mint","English","","","2024-11-22 15:16:41.393000","238","False","False",""
"1","1","Everflowing Chalice","ltc","Near Mint","English","","","2024-11-22 15:19:33.827000","278","False","False",""
"1","1","Everflowing Chalice","pip","Near Mint","English","","","2025-02-12 09:57:21.140000","230","False","False",""
"1","1","Everflowing Chalice","fic","Near Mint","English","","","2025-05-16 12:21:48.280000","343","False","False",""
